iris;co2_pi_c;dens;pwd;ind;n;prix;snv;labiris;labcom;com;co2_pi_p
130470102;0.3185207313026706;81.03571428571429;101.9126267078008;2269;7;3018.7633289986998;19091.282062582635;Centre Ancien;Istres;13047;0.5517828865280233
130470103;0.3515186488559937;42.525;59.252057613168724;1701;10;3209.757636122178;21408.367901234567;Cros de la Carrière;Istres;13047;0.5692947678563383
130470104;0.35988961413191894;32.495;45.25859747653485;3249.5;25;3312.578354002255;24031.68721341745;La Pujade;Istres;13047;0.5436347877564547
130470105;0.38433611894716124;52.71875;141.34758446947242;1687;8;2956.299076212471;22241.400711321872;La Prédina;Istres;13047;0.5288180147632968
130470106;0.29484838064827595;55.225;79.27721819827977;2209;10;2708.6609186140213;19609.84345857854;Peyreguet;Istres;13047;0.545513258647173
130470107;0.2748178761139435;92.34375;106.11637055837562;1477.5;4;2478.193832599119;16061.815296108292;Le Prépaou;Istres;13047;0.44633656961174173
130470108;0.4208376741298062;14.441964285714286;27.262789799072642;1617.5;28;4344.446130500759;26544.052673879447;Heures Claires;Istres;13047;0.5936672200548747
130470109;0.33539019027168115;35.076388888888886;53.35441001781825;2525.5;18;3063.6328125;23371.42945951297;La Romaniquette;Istres;13047;0.5910050784510348
130470110;0.30387670173315484;33.11538461538461;64.26350174216027;3444;26;3592.070158102767;23466.2024970964;Tartugues;Istres;13047;0.575364416927799
130470111;0.2511764941824886;72.39285714285714;97.3330044400592;2027;7;3092.0285714285715;19336.194918598914;Bardin;Istres;13047;0.5264618945820649
130470112;0.45351007997683707;4.166432584269663;18.058760323613686;2966.5;178;3461.3561643835615;27513.067091660923;Étang de l'Olivier;Istres;13047;0.5849064931873578
130470113;0.35644154961421587;14.015625;115.6533484631311;3139.5;56;3582.539453717754;22199.05513616818;Trigance;Istres;13047;0.5011604241235851
130470114;0.43134627099418327;14.049568965517242;56.895747047093124;3259.5;58;3193.052418333755;23533.827702060225;Entressen;Istres;13047;0.7311653762295989
130470115;0.3437973530944427;27.97685185185185;40.10199817971206;3021.5;27;3700.0003573981417;25376.175144795634;Prépaou 2;Istres;13047;0.5297005436941932
130470116;0.3232857103261907;18.350409836065573;70.1359436069235;4477.5;61;3211.9459939148073;20248.55336683417;Rassuen;Istres;13047;0.5240575668160333
130470117;0.4212578508997546;2.4871794871794872;13.331185567010309;388;39;3720.4545454545455;23895.801123595502;Zone d'Activités;Istres;13047;0.6336854697049145
130480000;0.4536441781798977;3.404114906832298;17.35187877751169;4384.5;322;3772.332756132756;24557.17190101494;Jouques (commune non irisée);Jouques;13048;0.6628375031398427
130490000;0.45409902086812903;5.933908045977011;22.60635593220339;2065;87;3298.388704318937;26283.5801937046;Lamanon (commune non irisée);Lamanon;13049;0.725481122616679
130500101;0.3813214554434594;40.416666666666664;80.25067010309279;2425;15;4329.794186591655;22062.911257731957;Centre;Lambesc;13050;0.4822466918655211
130500102;0.4085219367270626;16.17534722222222;32.67756520339165;4658.5;72;3962.7818347786397;25786.591005688526;Zone Urbaine;Lambesc;13050;0.5157025579177504
130500103;0.4543379175768395;1.8356353591160222;5.911634687735139;2658;362;4570.174129353234;26804.111775771253;Zone de Campagne;Lambesc;13050;0.8159989319365585
130510101;0.32863917554807004;30.869791666666668;43.52229205331534;2963.5;24;3605.5746245786086;24727.14715707778;Village;Lançon-Provence;13051;0.5825157165667246
130510102;0.3392837007747695;27.34375;29.17685714285714;1750;16;4081.4613880742913;26302.420228571427;Lotissement Nord;Lançon-Provence;13051;0.6042241088317182
130510103;0.4107365089904017;3.527555910543131;14.108980527567079;4416.5;313;4030.4856169568507;25867.582149733833;Extérieurs-Baisses-Sibourg;Lançon-Provence;13051;0.7215976561826541
130530000;0.41266663345815535;5.137057877813505;24.943206713089744;6390.5;311;3855.8339913281607;23238.96826539394;Mallemort (commune non irisée);Mallemort;13053;0.6815191716501776
130540101;0.3724891096607594;17.988095238095237;28.741065519523495;1511;21;4652.147239263803;24426.402581072136;Estrade-Aéroport-Les Beugons;Marignane;13054;0.3765191481967339
130540102;0.3543808208723799;17.6875;40.25891186863438;2405.5;34;3596.1499999999996;22028.795427146124;Le Jai-Les Fontinelles;Marignane;13054;0.41352103641482846
130540103;0.2789406839114809;100.625;107.81356107660456;2415;6;2298.959827213823;17369.205051759836;Saint-Pierre Centre Ville;Marignane;13054;0.22049720878496512
130540104;0.28395894684453366;56.46875;147.84214167127837;3614;16;2541.6022248947684;19191.331405644716;Les Perussons-Le Moulin;Marignane;13054;0.24776618153723717
130540105;0.34735021139312516;80.296875;226.9201936174353;2569.5;8;2723.6234469576298;22268.331659856;La Signore-Charrue;Marignane;13054;0.34484131830188625
130540106;0.2263169509754543;61.357142857142854;130.22737194412107;1718;7;2744.803384754991;16970.114027939464;Saint-Pierre-L'Estéou;Marignane;13054;0.2525117503162122
130540107;0.28400871866172384;35.857142857142854;46.01705677290836;2008;14;2777.8659611992944;21609.60657370518;Sainte-Anne-La Tapie-Le Moulin d'Aval;Marignane;13054;0.26687460908590543
130540108;0.3103577760304134;20.822674418604652;58.917719530922795;3581.5;43;3623.3786115569824;21419.936842105264;La Palun-Bausset Florides-Raphelle;Marignane;13054;0.3199783290900532
130540109;0.3262988605930829;29.983695652173914;36.10474442631865;2758.5;23;3871.804147465438;23673.961174551387;Le Carestier-Le Taulet;Marignane;13054;0.30174160185824095
130540110;0.30415891015125623;46.5625;52.808489932885905;1862.5;10;3015.6917945296864;21202.529181208054;Les Rascas-La Ferrage;Marignane;13054;0.32736397354852076
130540111;0.2562201565107424;122.8125;166.4168575063613;1965;4;2342.0932878270764;16358.11669211196;La Calagovière-Parc Camoin;Marignane;13054;0.2067594400305915
130540112;0.26209155966810616;54;68.77734375;864;4;3666.6666666666665;16413.746296296296;Les Raumettes-Parc Camoin;Marignane;13054;0.24166658949186196
130540113;0.33853887184553944;28.725;34.53165796344647;1723.5;15;3709.2058486238534;25340.170293008414;Le Planet-Bonjour-Collet Rouge;Marignane;13054;0.3200999599494003
130540114;0.40886768303575743;13.1;18.994473600508904;3144;60;4358.67749036874;25857.310337150127;La Plaine Notre-Dame-Pas des Lanciers;Marignane;13054;0.3915933205627649
130540115;0.3697439680914654;41.11805555555556;87.40071356189833;2960.5;18;3636.8558139534885;19905.20047289309;La Chaume;Marignane;13054;0.32577534875574043
130560101;0.4272948863205445;10.452290076335878;22.72452985210882;5477;131;5154.555376146789;26014.878601424138;Côte Bleue;Martigues;13056;0.48925789471709935
130560102;0.45879848143788565;3.4458841463414633;8.44229705817297;2260.5;164;4130.542949756888;26809.39920371599;Plaines Saint-Pierre et Saint-Julien;Martigues;13056;0.5664897928682922
130560103;0.44309265434291845;6.875;20.496066433566433;1430;52;2656.457564575646;23440.8020979021;Plaine de Courouche;Martigues;13056;0.3408472579599466
130560104;0.3890805613763946;19.869791666666668;38.241612057667105;3815;48;3510.7450996433818;26333.35714285714;Jonquières Est;Martigues;13056;0.44777187155220016
130560105;0.3091260461821897;54.125;160.9397806004619;1082.5;5;2890;17834.391039260972;Jonquières-Boudème-Font Sarade;Martigues;13056;0.4641124464899956
130560106;0.30125100202841265;83.625;103.64253238664674;4014;12;2859.0120089558313;21295.667762830093;Jonquières Centre;Martigues;13056;0.30654299135931706
130560107;0.32386097498176786;75.6875;157.26992155243602;1211;4;2677.815148782687;22447.95788604459;Jonquières-Les Foulettes;Martigues;13056;0.29853626297969527
130560108;0.2986063527483297;43.083333333333336;96.04676015473886;2585;15;2869.2699004975125;19094.80506769826;Ferrières et l'Île;Martigues;13056;0.3590701216324088
130560109;0.35596948453613864;343.875;343.875;1375.5;1;2780;15878.04929116685;Les Moulins;Martigues;13056;0.43701924108745344
130560110;0.3113244001626631;80.4375;120.70004532504534;1930.5;6;2278.874702484113;20247.06381766382;Paradis Saint-Roch;Martigues;13056;0.43879075953426916
130560111;0.3963878254180742;13.856854838709678;27.779663174741742;3436.5;62;3583.5849505313304;24028.798894223775;Croix Sainte Saint-Jean La Gaffette;Martigues;13056;0.38684576238115564
130560112;0.31756872909704703;63.95;107.14953088350273;1279;5;2472.562190082645;16460.25105551212;Croix Sainte Mas de Pouane;Martigues;13056;0.3468951158407238
130560113;0.42339296234120233;32.67307692307692;44.58549146556798;1699;13;2833.1526486486487;24585.658740435552;Croix Sainte Coudoulière;Martigues;13056;0.3921374293202848
130560114;0.36844443890986106;16.80698529411765;48.67810073280105;4571.5;68;3648.2301901743263;24227.57372853549;Saint-Macaire Plan Fossan;Martigues;13056;0.46513520247177026
130560115;0.34115603120472127;18.550675675675677;36.87745856856674;2745.5;37;3008.7928669410153;26577.13418320889;Figuerolles Touret de Vallier;Martigues;13056;0.45026242166688113
130560116;0.23953426874883385;127.0625;141.99760206591245;1016.5;2;NA;14706.858042302016;La Colline;Martigues;13056;0.4260667432371378
130560117;0.27629650346068746;55.145833333333336;115.06115413675859;2647;12;2591.0272213662042;20771.170608235738;Canto-Perdrix;Martigues;13056;0.45994893964865846
130560118;0.3155998755943925;45.00961538461539;81.06993697927793;2340.5;13;3840.295918367347;18504.16124759667;Les Capucins Rayettes;Martigues;13056;0.3660212509463589
130560119;0.3095304518423433;82.2625;121.68152636377451;3290.5;10;2955.368794326241;19965.274152864306;Notre-Dame Paradis;Martigues;13056;0.36912365578174233
130560120;0.45915738645891235;1.9444444444444444;4.771428571428571;70;9;5600;23134.784285714286;Lavéra;Martigues;13056;0.47901460050091327
130590000;0.4082982518798597;4.940824468085107;30.38219956937155;3715.5;188;3294.0945054945055;24072.299313685908;Meyrargues (commune non irisée);Meyrargues;13059;0.7714490794109514
130600000;0.4359401298638079;4.8559688581314875;17.12252828003919;5613.5;289;5389.097880563916;27013.08964104391;Meyreuil (commune non irisée);Meyreuil;13060;0.5846844697479139
130620000;0.45723259775207636;6.075261780104712;11.711690724981148;4641.5;191;5111.519371941273;28375.480900570936;Mimet (commune non irisée);Mimet;13062;0.5434352044313985
130630101;0.3655440912232435;29.628205128205128;42.7978688879273;4622;39;3032.9092821456743;23284.193790566856;Chiron-Saint-Suspi;Miramas;13063;0.5830420384190212
130630102;0.281704512615721;135;155.07314814814814;1620;3;1530.5201465201465;14911.872530864197;La Rousse 3;Miramas;13063;0.5039842093170045
130630103;0.3242161146727935;119.5;144.47184449093442;2868;6;2026.2577030812324;14933.443235704324;La Rousse 2;Miramas;13063;0.48090598072363494
130630104;0.3365765764697407;40.419117647058826;98.34325541204294;2748.5;17;2276.5397350993376;20990.538220847735;Molières-Chantegrive;Miramas;13063;0.5063905192335488
130630105;0.3369754473486129;93.05;100.76081407845244;1861;5;2011.496103896104;15700.031166039764;La Rousse 1;Miramas;13063;0.4862196564693745
130630106;0.31633547310004095;60.82692307692308;71.51703288017704;3163;13;2425.5797101449275;19017.387638318054;Miramas Centre;Miramas;13063;0.4474187426486086
130630107;0.293099161804502;48.09615384615385;77.83991403438624;2501;13;2751.4953434225845;18757.37333066773;Carraire;Miramas;13063;0.6255238628538276
130630108;0.3341809697768529;36.416666666666664;56.28060640732266;2185;15;2821.8834903321763;22126.563249427916;Mas Neuf-Monteau;Miramas;13063;0.6477410806751377
130630109;0.38172092083881104;6.239197530864198;28.004792233489983;4043;162;2914.3505154639174;21380.924091021516;Campagne;Miramas;13063;0.5698028470056893
130630110;0.35901278766742073;6.035714285714286;9.30621301775148;169;7;2400.3846153846152;20162.79053254438;Plate-Forme;Miramas;13063;0.32054215964133065
130690101;0.372249186810699;24.50862068965517;52.07584417868449;2843;29;3256.7924986508365;23999.95177629265;Centre;Pélissanne;13069;0.5359431235070181
130690102;0.4236164617176724;9.034198113207546;24.81296501762172;3830.5;106;4604.4049890948745;27928.81454118261;Nord;Pélissanne;13069;0.61098928930095
130690103;0.382533029938266;7.450961538461539;32.558572073815974;3874.5;130;4633.367615210274;26496.97158343012;Sud-Est-Ouest;Pélissanne;13069;0.5962691158671959
130700101;0.3350857800289659;28.141666666666666;70.20724755700326;1688.5;15;4665.130057803468;21137.37257921232;Ouest;La Penne-sur-Huveaune;13070;0.2525741339283261
130700102;0.38545407140099064;26.329545454545453;48.10104661199828;2317;22;4880.662889518414;24940.534354769097;Sud;La Penne-sur-Huveaune;13070;0.30559385171575315
130700103;0.382721803218795;22.130681818181817;30.842329910141206;1947.5;22;3837.64483111566;24330.283080872912;Centre et Nord;La Penne-sur-Huveaune;13070;0.2605965386492975
130710101;0.3678017378426962;5.265086206896552;13.565135079819894;1221.5;58;4822.151898734177;25948.322881702825;Cd6-Plan de Campagne;Les Pennes-Mirabeau;13071;0.527108438053859
130710102;0.4502351659084417;6.696601941747573;17.32117615077927;2759;103;4444.708358082308;26997.5864443639;Barnoins-Village;Les Pennes-Mirabeau;13071;0.5555765700286142
130710103;0.4354773710764519;14.318396226415095;53.55367731839895;3035.5;53;3743.326708507671;26099.52327458409;Font Blanche-Repos;Les Pennes-Mirabeau;13071;0.502027596625759
130710104;0.427470653489435;5.273504273504273;15.434309157212319;2468;117;3726.845953002611;25602.837884927067;Pallières-Plan des Pennes;Les Pennes-Mirabeau;13071;0.5321333506246321
130710105;0.3686726633040937;25.40909090909091;30.130087209302324;2236;22;4143.918531267929;23525.358586762075;Cadeneaux Est;Les Pennes-Mirabeau;13071;0.48938779912870606
130710106;0.3770035793315881;31.208333333333332;33.55223631508678;1123.5;9;4505.2316602316605;24920.990298175348;Haute Gavotte;Les Pennes-Mirabeau;13071;0.4582156895794538
130710107;0.4368811846052086;9.333705357142858;21.539892980987684;4181.5;112;5600.334821428572;26198.94686117422;Jas de Rhodes-Grande Colle;Les Pennes-Mirabeau;13071;0.5871742192782335
130710108;0.42935125756157777;33.81944444444444;66.19127310061602;2435;18;3853.4527911784976;25028.943696098562;Cadeneaux Ouest;Les Pennes-Mirabeau;13071;0.509064968320238
130710109;0.34686232356525537;49.4375;72.17309313105773;2373;12;3296.0256844547566;21100.021365360306;Basse Gavotte;Les Pennes-Mirabeau;13071;0.38914626140986575
130720000;0.4473571680814934;5.079741379310345;20.19433248479706;3535.5;174;4095.2278436845777;27828.286380992788;Peynier (commune non irisée);Peynier;13072;0.6872470835560885
130730000;0.4180784858009882;10.588908450704226;21.180054451741626;6014.5;142;4698.2359214218895;25967.934973813284;Peypin (commune non irisée);Peypin;13073;0.6220523060180383
130740000;0.39828941380081784;7.8635670731707314;30.61273868372589;5158.5;164;3903.595728830395;22991.812600562178;Peyrolles-en-Provence (commune non irisée);Peyrolles-en-Provence;13074;0.6120805667173423
130750101;0.3801689561334655;78.70833333333333;99.43270248808894;1889;6;3925.2903367003364;23415.496664902064;Centre;Plan-de-Cuques;13075;0.1718733963348562
130750102;0.3905600200988848;25.47596153846154;31.36358275146254;2649.5;26;4393.683213101161;26080.567503302507;Sud;Plan-de-Cuques;13075;0.22285505422412655
130750103;0.40582017075427024;31.517857142857142;40.82266288951841;1765;14;4777.226277372263;25279.286572237957;Est;Plan-de-Cuques;13075;0.2555238893804862
130750104;0.4120284871188565;32.49342105263158;39.7847995545657;2469.5;19;6123.8674698795185;26973.920915165014;Ouest;Plan-de-Cuques;13075;0.26656492764626744
130750105;0.3918125161568651;24.932692307692307;48.08007134593135;2593;26;4718.376288659794;24507.376320863863;Nord;Plan-de-Cuques;13075;0.3623185153725957
130770101;0.30024174016814376;62.68181818181818;93.46705039883975;2758;11;2568.643435980551;16202.828100072516;La Lèque;Port-de-Bouc;13077;0.2955150956183557
130770102;0.3178010926466932;37.38392857142857;66.0657690470504;2093.5;14;2009.3130910900945;19009.48402197277;Centre;Port-de-Bouc;13077;0.28224811321055543
130770103;0.33290101307487163;69.78125;90.86414017017466;1116.5;4;1652.9806659505907;16412.332198835647;Tassy Est;Port-de-Bouc;13077;0.23447011695716102
130770104;0.37455933053881296;24.571428571428573;52.32618701550387;2064;21;2986.527188940092;19819.07790697674;Tassy Ouest;Port-de-Bouc;13077;0.2720815969291372
130770105;0.377806568537319;11.711363636363636;91.19563846303127;2576.5;55;2215.6749602964533;20668.390801474867;Écarts;Port-de-Bouc;13077;0.28141657817167853
130770106;0.36508083123613805;17.960714285714285;27.914520779479023;2514.5;35;3504.83332967033;24699.945953469876;Saint-Jean Bergerie;Port-de-Bouc;13077;0.2846576318452362
130770107;0.2997036092553688;58.645833333333336;130.0718028419183;1407.5;6;1726.9764705882353;16150.1734991119;Les Comtes Ouest;Port-de-Bouc;13077;0.19441451464439086
130770108;0.33724133594874384;22.96195652173913;44.76257396449704;2112.5;23;2825.8193372673627;21564.621159763316;Les Comtes Est;Port-de-Bouc;13077;0.2289910223710827
130780101;0.4154192825452456;9.502358490566039;106.17842516753537;2014.5;53;2847.432675044883;21041.637925043437;Malebarge;Port-Saint-Louis-du-Rhône;13078;0.47858917744650326
130780102;0.40345449357743096;21.4296875;51.58120670798396;2743;32;2519.6382730455075;21375.2593875319;Centre;Port-Saint-Louis-du-Rhône;13078;0.35708923540738563
130780103;0.4151959191124087;40.725;50.486878453038685;1629;10;2714.962852897474;19607.58041743401;Vauban;Port-Saint-Louis-du-Rhône;13078;0.4862424186258922
130780104;0.39168922390673766;39.208333333333336;49.7365834218916;1882;12;2316.6420118343194;20302.44702444208;La Petite Vitesse;Port-Saint-Louis-du-Rhône;13078;0.38932265140026945
130790000;0.46777153549808576;3.3262711864406778;21.51512738853503;1570;118;4348.953579858379;27187.78923566879;Puyloubier (commune non irisée);Puyloubier;13079;0.9226417838005226
130800000;0.42049906261165365;4.172923322683706;22.59494927744282;5224.5;313;4916.819507453014;25730.256560436406;Le Puy-Sainte-Réparade (commune non irisée);Le Puy-Sainte-Réparade;13080;0.682669914199415
130810101;0.3924090625382016;13.018939393939394;22.288914751236543;3437;66;4358.71604494382;25997.02251963922;Brets-Barjaquets-Coussoul-Fouitades-Cabe;Rognac;13081;0.5644261042516673
130810102;0.33233849240684094;24.07638888888889;52.591469570233635;1733.5;18;3572.456908344733;22988.66368618402;Tête Noire-Bosquet-Bory;Rognac;13081;0.3994356267645001
130810103;0.3446915918661705;18.356617647058822;49.118991588223516;2496.5;34;3756.3931166347993;22495.502864009613;La Tuillière-Le Plan-Les Pugettes;Rognac;13081;0.43200767100580034
130810104;0.34666210342784015;17.440625;42.76986651137789;2790.5;40;3525.4000927213724;23612.240637878516;Fauconnières-Constansounes-Puits de la Fête;Rognac;13081;0.47386304060834117
130810105;0.3747873156346772;19.283333333333335;40.15006482281763;2314;30;3790.7134733158355;23179.00691443388;Plantade-Ferrages-Vacon;Rognac;13081;0.4726633789429419
130820000;0.4385274127084657;2.6365950226244346;13.038520326075298;4661.5;442;4834.907035175879;27281.980285315884;Rognes (commune non irisée);Rognes;13082;0.5517255382974973
130840000;0.38713250556133144;8.673415492957746;39.11827615954532;4926.5;142;3228.3962389970657;21872.892844818834;La Roque-d'Anthéron (commune non irisée);La Roque-d'Anthéron;13084;0.7686707425200716
130850000;0.4438452799827235;9.634353741496598;30.32497793468667;5665;147;5023.635474860335;26053.989108561345;Roquefort-la-Bédoule (commune non irisée);Roquefort-la-Bédoule;13085;0.4853059370529976
130860101;0.39680076591209174;17.608870967741936;50.92085527822304;2183.5;31;3869.151376146789;23827.40471719716;Roquevaire Centre et Abords;Roquevaire;13086;0.5279772451722311
130860102;0.3875968425061446;6.647368421052631;26.817943388756934;2526;95;5155.413793103448;24241.091211401425;Roquevaire Est;Roquevaire;13086;0.5908997073040475
130860103;0.41713946693724285;6.905487804878049;16.652207505518763;2265;82;5440.18018018018;25981.360529801324;Pont de l'Étoile;Roquevaire;13086;0.5395170131057561
130860104;0.45417841579350826;5.155952380952381;13.421813668898638;2165.5;105;4799.829545454545;28099.448210574927;Lascours;Roquevaire;13086;0.5980016436318106
130870000;0.40848971390714023;6.23875;42.27677319174514;4991;200;4360.341157708211;25267.326607894207;Rousset (commune non irisée);Rousset;13087;0.6122990155114924
130880000;0.3932376189775076;12.4375;25.052880141447982;5373;108;4391.541295670862;24662.28991252559;Le Rove (commune non irisée);Le Rove;13088;0.6678615975475545
130900000;0.5263511443806178;1.3369565217391304;2.5264227642276422;123;23;4539.877300613497;33870.10162601626;Saint-Antonin-sur-Bayon (commune non irisée);Saint-Antonin-sur-Bayon;13090;0.37186169947838676
130910000;0.42439818653721667;6.015881147540983;24.537777825087286;5871.5;244;4804.622911694511;26805.133509324703;Saint-Cannat (commune non irisée);Saint-Cannat;13091;0.7461714484902231
130920101;0.44235756331269466;42.026785714285715;75.51654450817931;2353.5;14;2498.0380487804878;21123.558487359252;Centre Ville;Saint-Chamas;13092;0.6449714098602073
130920102;0.44526910305959533;12.219696969696969;30.885074395536268;3226;66;3414.5865517241377;24404.034066955985;Saint-Chamas Nord;Saint-Chamas;13092;0.6878137679727824
130920103;0.4525049107906924;6.653846153846154;27.33187319364162;2768;104;3722.9790823211874;24816.465390173413;Saint-Chamas Sud;Saint-Chamas;13092;0.6696258799513122
130930000;0.4572185086443828;3.8125;8.861214605067063;335.5;22;3605.5445544554455;26293.8694485842;Saint-Estève-Janson (commune non irisée);Saint-Estève-Janson;13093;0.5999101248006834
130950000;0.4847340035873823;3.3680555555555554;5.485412371134021;1212.5;90;9143.434448932487;33811.95975257732;Saint-Marc-Jaumegarde (commune non irisée);Saint-Marc-Jaumegarde;13095;0.4423613362743989
130980101;0.40822540750411523;19.76388888888889;42.23431131412509;3557.5;45;3907.422786885246;26243.702825017568;Centre;Saint-Mitre-les-Remparts;13098;0.5446931933113126
130980102;0.44561474289723874;4.809160305343512;16.599107142857143;2520;131;4413.706663555763;25845.944285714286;Périphérie;Saint-Mitre-les-Remparts;13098;0.5357270061063176
130990000;0.44626707712321456;5.32051282051282;17.9039156626506;830;39;2731.444490740741;22172.086746987952;Saint-Paul-lès-Durance (commune non irisée);Saint-Paul-lès-Durance;13099;0.2905117473745195
131010000;0.4486353324973291;14.26271186440678;24.59142899584076;3366;59;4182.789293248945;26449.254010695186;Saint-Savournin (commune non irisée);Saint-Savournin;13101;0.6596391590933588
131020101;0.3077392864697767;18.483695652173914;31.505035283740078;1700.5;23;3351.9565217391305;21299.742017053806;La Filosette;Saint-Victoret;13102;0.34475361624295814
131020102;0.33884270030159236;21.022321428571427;32.66189743045233;2354.5;28;3763.686835650041;21221.5108940327;La Cadière;Saint-Victoret;13102;0.2925794235290945
131020103;0.42129272768523535;10.081632653061224;20.343180668016196;1976;49;4046.6006884681583;24686.99104251012;Les Hameaux;Saint-Victoret;13102;0.402363420409504
131030101;0.2699676954688214;75.6875;81.78609276080374;1816.5;6;3309.258542875564;21343.234516928158;Centre Ville-République;Salon-de-Provence;13103;0.3366633172188151
131030102;0.30093701649229837;38.375;56.02285946952071;3223.5;21;3326.4769508112286;24565.285776330078;Pilon Blanc-Pavillon;Salon-de-Provence;13103;0.41467074254557823
131030103;0.31904700478941006;65.9625;91.21652927799886;2638.5;10;2894.6443051971987;20534.7989766913;Blazots;Salon-de-Provence;13103;0.3854536534830101
131030104;0.2566600870447293;85.48214285714286;92.39625548360142;2393.5;7;2952.867388022144;20701.604136202215;Bressons;Salon-de-Provence;13103;0.3559986378927015
131030105;0.3328022415637525;47.8;80.22371861924684;955.9999999999999;5;2447.6782752902154;18531.310355648533;Saint-Norbert-Talagard;Salon-de-Provence;13103;0.48438208696173773
131030106;0.29765568797724773;210.83333333333334;211.77267786561265;2530;3;1937.9035639412998;14120.753873517786;Canourgues;Salon-de-Provence;13103;0.43313519075328105
131030107;0.38602807107161574;55.82142857142857;77.61028470889316;3126;14;2854.683726759975;22864.38029430582;Les Jardins-Le Touret Sud;Salon-de-Provence;13103;0.45040997479636624
131030108;0.2756394177391133;84.171875;127.05984314089474;2693.5;8;2076.192941471992;18410.237015036197;Vert Bocage-Pont d'Avignon;Salon-de-Provence;13103;0.4315180055457184
131030109;0.32082679131803427;26.762931034482758;40.009522467386056;3104.5;29;3826.6328015673103;24142.464261555804;Francou-Lauzard;Salon-de-Provence;13103;0.46899324763194233
131030110;0.27583825789282124;38.693548387096776;66.2542465610671;4798;31;3372.5613261786125;21757.316027511464;Aire de la Dime-Roy René;Salon-de-Provence;13103;0.39854931273099725
131030111;0.25584724339040205;44.5;106.16579417773238;1958;11;2096.3401969561323;16923.343054136873;Gandonne-Monaque;Salon-de-Provence;13103;0.35948957404679727
131030112;0.2944527013248749;26.416666666666668;45.13413512092534;1902;18;3747.2901155327345;24928.59842271293;Les Viougues Ouest;Salon-de-Provence;13103;0.40026819908709377
131030113;0.376997097573593;6.864754098360656;33.552723880597014;3350;122;4258.410966981132;23248.03262686567;Gabins-Touloubre;Salon-de-Provence;13103;0.5024466821815168
131030114;0.3568074409374266;9.066598360655737;29.195375183636568;4424.5;122;3682.5720212030424;25737.679511809245;Les Viougues Est-Magatis;Salon-de-Provence;13103;0.5222288079469382
131030115;0.4251914843211628;4.673111510791367;30.009874434715673;5196.5;278;3503.8302590266876;25086.526662176464;Salon Ouest;Salon-de-Provence;13103;0.5639664398399331
131040101;0.4519281610513509;15.340425531914894;31.150398751733704;2884;47;6814.260741828865;27557.27746185853;Le Grand Fossé-L'Escalette-Plan Capelan;Sausset-les-Pins;13104;0.5297938102807856
131040102;0.39620644020404266;29.176136363636363;40.77129990262902;2567.5;22;6652.887977167321;27304.99859785784;Le Village-L'Esperon;Sausset-les-Pins;13104;0.4848503501703867
131040103;0.4075878618133665;18.77777777777778;33.416512573964496;2704;36;6225.630875804058;28218.100406804733;Le Brûlot-Valapoux;Sausset-les-Pins;13104;0.508187625719889
131050101;0.418486715543909;2.4630281690140845;9.616690493209434;2798;284;3527.290804597701;23410.27755539671;Campagne;Sénas;13105;0.6541120178130945
131050102;0.3744554723323583;30.396428571428572;50.10020855363647;4255.5;35;3134.6740591397847;20581.56656092116;Agglomération;Sénas;13105;0.5493785001162256
131060101;0.37265640197355737;12.670833333333333;27.868094376849722;3041;60;3485.0385938097056;22704.354883262087;Fabregoules-Caillols-Rougière-Peyrards;Septèmes-les-Vallons;13106;0.39073831300370704
131060102;0.40995473063113963;54.18269230769231;165.62291481810115;2817.5;13;3362.4855227882035;22169.060408163263;Pré de l'Aube Centre;Septèmes-les-Vallons;13106;0.32596573778543986
131060103;0.4008754365672077;13.111328125;75.7237263518546;3356.5;64;4000.566214470284;24109.74372113809;Castors-Bedoule;Septèmes-les-Vallons;13106;0.39752667395202285
131060104;0.23995773361648134;56.90277777777778;205.1707041737857;2048.5;9;3936.072874493927;16474.00190383207;Notre-Dame;Septèmes-les-Vallons;13106;0.30978979670472706
131070101;0.42134595091788307;15.742021276595745;29.00614546376077;2959.5;47;4531.06463878327;26507.14451765501;Gare;Simiane-Collongue;13107;0.5139605822683554
131070102;0.4530545270449079;4.396341463414634;12.910497572815533;2884;164;4843.272915707047;29147.670908460474;Hameau;Simiane-Collongue;13107;0.6858793684584003
131090000;0.43653823028715083;3.6554276315789473;14.697328458942632;2222.5;152;6137.385388661602;31147.874915635544;Le Tholonet (commune non irisée);Le Tholonet;13109;0.6034619110981492
131100101;0.32198287058077424;59.25;96.29356540084386;2370;10;2983.7822671156005;19560.825569620254;Village Ouest;Trets;13110;0.6615138525937173
131100102;0.432661704793639;2.1070478723404253;5.370345534869044;3169;376;4641.906158357771;27213.798295992427;Extérieur;Trets;13110;0.862294303198068
131100103;0.34585247063496005;28.859375;35.41059826746075;2770.5;24;3902.4245002126754;24688.26370691211;Centre Ville-Périphérie;Trets;13110;0.6807751167674985
131100104;0.3690898952289032;11.711538461538462;26.969930213464696;2436;52;4121.814403093282;25218.74396551724;Gardi-Stade;Trets;13110;0.7181413689090261
131110000;0.4814864567907384;2.591666666666667;12.02250803858521;933;90;7576.860966542751;27453.848017148983;Vauvenargues (commune non irisée);Vauvenargues;13111;0.6951847420356919
